CupperPoints,ID,Country,HarvestYear,Variety,Process,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Cleanliness,Sweetness,Moisture,C1Defect,C2Defect,Quakers,Color,MeanAlt,Address,Contact,Elevation,FullElevation,Precipitation,Temperature,Continent,NSHem,EWHem
7.92,67,Brazil,2016,Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,0.12,0,2,0,Green,1000,21,21,320,1000,1782,24.95,South America,B,W
7.92,72,Brazil,2011,Bourbon,Natural / Dry,8.5,8.5,8,8,8,8,10,10,10,0.12,0,2,0,Green,1250,21,21,320,1250,1782,24.95,South America,B,W
7.92,108,Ethiopia,2012,Gesha,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,0.11,3,1,11,Green,1800,18,18,1330,1800,848,22.2,Africa,N,E
7.92,166,Uganda,2014,Other,Washed / Wet,8.25,8,7.83,8.08,8,7.92,10,10,10,0.1,0,0,0,Blue-Green,1650,16,16,1400,1650,1180,22.8,Africa,N,E
7.92,177,Ethiopia,2011,Unknown,Unknown,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,0,0,0,Unknown,1850,14,14,1330,1850,848,22.2,Africa,N,E
7.92,182,Ethiopia,2010,Unknown,Unknown,7.42,7.92,7.92,8,7.83,7.83,10,10,10,0.1,0,4,0,Unknown,1750,14,14,1330,1750,848,22.2,Africa,N,E
7.92,186,Ethiopia,2010,Unknown,Unknown,7.75,8.08,8,8.25,8,8,10,10,10,0.01,0,4,0,Unknown,1750,14,14,1330,1750,848,22.2,Africa,N,E
7.92,213,Kenya,2012,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,0.1,0,2,0,Bluish-Green,1800,12,12,762,1800,630,24.75,Africa,B,E
7.92,215,Kenya,2014,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,0.13,0,0,0,Green,1800,12,12,762,1800,630,24.75,Africa,B,E
7.92,218,Kenya,2014,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,0,0,2,0,Green,1600,12,12,762,1600,630,24.75,Africa,B,E
7.92,284,Ethiopia,2013,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,0.1,0,3,0,Unknown,1900,10,10,1330,1900,848,22.2,Africa,N,E
7.92,403,Colombia,2014,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,0,0,1,0,Green,1900,9,9,593,1900,3240,24.5,South America,B,W
7.92,416,Colombia,2016,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,0.11,0,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.92,450,Colombia,2013,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,0,0,5,0,Unknown,1750,9,9,593,1750,3240,24.5,South America,B,W
7.92,453,Colombia,2015,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,0,0,0,0,Green,1550,9,9,593,1550,3240,24.5,South America,B,W
7.92,456,Colombia,2014,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,0.11,0,3,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.92,460,Colombia,2015,Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,0.11,0,0,0,Green,1550,9,9,593,1550,3240,24.5,South America,B,W
7.92,461,Colombia,2016,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,0.12,0,2,0,Green,1550,9,9,593,1550,3240,24.5,South America,B,W
7.92,462,Colombia,2016,Caturra,Washed / Wet,8,8,8,8.17,7.83,8,10,10,10,0,1,0,0,Blue-Green,1800,9,9,593,1800,3240,24.5,South America,B,W
7.92,487,Indonesia,2012,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,0.12,0,7,0,Green,1200,6,6,367,1200,2702,25.85,Asia,B,E
7.92,523,Costa Rica,2012,Caturra,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,0.1,0,3,0,Blue-Green,1300,5,5,746,1300,2926,24.8,North America,N,W
7.92,525,Costa Rica,2012,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,0.11,0,0,0,Green,1700,5,5,746,1700,2926,24.8,North America,N,W
7.92,526,Costa Rica,2012,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,0.1,0,2,0,Blue-Green,1150,5,5,746,1150,2926,24.8,North America,N,W
7.92,527,Costa Rica,2012,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,0.12,0,0,0,Green,1750,5,5,746,1750,2926,24.8,North America,N,W
7.92,585,Brazil,2012,Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,0,0,3,0,Green,1,4,4,320,1,1782,24.95,South America,B,W
7.92,590,Brazil,2012,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,0.11,0,5,0,Green,890,4,4,320,890,1782,24.95,South America,B,W
7.92,786,Mexico,2016,Bourbon,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,0.1,0,2,0,Green,1218,3,3,1111,1218,758,21,North America,N,W
7.92,797,Mexico,2016,Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,0.12,0,0,0,Green,1350,3,3,1111,1350,758,21,North America,N,W
7.92,799,Mexico,2010,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,0.13,0,3,0,Unknown,1200,3,3,1111,1200,758,21,North America,N,W
7.92,967,Vietnam,2013,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,0.11,11,0,0,Green,1040,2,2,398,1040,1821,24.45,Asia,N,E
7.92,982,Nicaragua,2010,Caturra,Unknown,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,0.07,0,0,0,Unknown,Unknown,2,2,298,298,2280,24.9,North America,N,W
7.92,1007,United States (Hawaii),2011,Unknown,Unknown,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,0.01,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.92,1036,Brazil,2014,Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,0.1,0,0,0,Green,1260,2,2,320,1260,1782,24.95,South America,B,W
7.92,1039,Taiwan,2012,Typica,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,0.1,0,4,0,Bluish-Green,968,2,2,1150,968,2500,16,Asia,N,E
7.92,1042,Ethiopia,2018,Other,Natural / Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,0.09,0,15,0,Unknown,1800,2,2,1330,1800,848,22.2,Africa,N,E
7.92,1045,El Salvador,2016,Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,0.11,0,2,0,Bluish-Green,1500,2,2,442,1500,1784,24.45,North America,N,W
7.92,1049,Guatemala,2010,Unknown,Unknown,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,0.04,1,1,0,Unknown,1386.84,2,2,759,1386.84,1996,23.45,North America,N,W
7.92,1053,China,2013,Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,0,0,2,0,Green,1100,2,2,1840,1100,645,6.95,Asia,N,E
7.92,1055,Costa Rica,2014,Unknown,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,0,1,10,0,Green,Unknown,2,2,746,746,2926,24.8,North America,N,W
7.92,1056,Peru,2011,Unknown,Unknown,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,0,0,3,0,Unknown,Unknown,2,2,1555,1555,1738,19.6,South America,S,W
7.92,1062,Taiwan,2012,Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,0.11,0,0,0,Green,800,2,2,1150,800,2500,16,Asia,N,E
7.92,1065,Costa Rica,2015,Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,0.12,1,1,1,Green,1900,2,2,746,1900,2926,24.8,North America,N,W
7.92,1068,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,0.11,2,2,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.92,1070,United States (Hawaii),2010,Unknown,Unknown,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,0,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.92,1072,Guatemala,2012,Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,0,0,7,0,Unknown,1400,2,2,759,1400,1996,23.45,North America,N,W
7.92,1074,Costa Rica,2014,Caturra,Washed / Wet,8,7.58,7.58,7.67,8.08,8.5,10,10,10,0.1,0,2,0,Bluish-Green,1300,2,2,746,1300,2926,24.8,North America,N,W
7.92,1075,El Salvador,2010,Unknown,Unknown,8.08,7.83,7.83,8.08,7.83,7.83,10,10,10,0.01,0,0,0,Unknown,1400,2,2,442,1400,1784,24.45,North America,N,W
7.92,1078,El Salvador,2012,Bourbon,Semi-washed / Semi-pulped,7.83,8,8,7.75,7.92,8.17,10,10,10,0.11,0,0,0,Unknown,1350,2,2,442,1350,1784,24.45,North America,N,W
7.92,1081,Papua New Guinea,2017,Unknown,Washed / Wet,8.33,8.42,7.83,8.33,8,8.25,9.33,9.33,10,0.12,0,1,0,Bluish-Green,1700,2,2,667,1700,3142,25.25,Australia,S,E
7.83,4,Ethiopia,2010,Other,Natural / Dry,7.75,8,7.58,8,8,7.92,10,10,10,0.11,0,8,1,Green,Unknown,28,26,1330,1330,848,22.2,Africa,N,E
7.83,59,Brazil,2012,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,0.12,0,3,0,Green,1250,21,21,320,1250,1782,24.95,South America,B,W
7.83,89,Kenya,2015,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,0.11,0,0,0,Bluish-Green,2000,19,19,762,2000,630,24.75,Africa,B,E
7.83,109,Uganda,2012,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,0.11,0,1,0,Green,1750,18,18,1400,1750,1180,22.8,Africa,N,E
7.83,110,Uganda,2013,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,0.12,0,1,0,Green,1650,18,18,1400,1650,1180,22.8,Africa,N,E
7.83,161,"Tanzania, United Republic Of",2015,Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,0.12,0,7,0,Green,1620,16,16,1018,1620,1071,22.35,Africa,S,E
7.83,164,Uganda,2014,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,0.11,0,3,0,Blue-Green,1775,16,16,1400,1775,1180,22.8,Africa,N,E
7.83,165,"Tanzania, United Republic Of",2012,Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,0.12,0,2,0,Green,1620,16,16,1018,1620,1071,22.35,Africa,S,E
7.83,173,Mexico,2012,Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,0.11,0,5,0,Green,1300,15,15,1111,1300,758,21,North America,N,W
7.83,180,Ethiopia,2010,Unknown,Unknown,7.42,7.75,7.75,8,8,7.92,10,10,10,0.2,0,3,0,Unknown,1750,14,14,1330,1750,848,22.2,Africa,N,E
7.83,183,Ethiopia,2011,Unknown,Unknown,7.67,8,7.83,8,7.92,7.83,10,10,10,0,0,5,0,Unknown,Unknown,14,14,1330,1330,848,22.2,Africa,N,E
7.83,205,Kenya,2013,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0.1,0,1,0,Bluish-Green,250.5,12,12,762,250.5,630,24.75,Africa,B,E
7.83,207,Kenya,2012,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,0.11,0,2,0,Green,1800,12,12,762,1800,630,24.75,Africa,B,E
7.83,212,Kenya,2011,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,0.11,0,5,0,Blue-Green,1754,12,12,762,1754,630,24.75,Africa,B,E
7.83,216,Kenya,2016,Unknown,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,0.11,0,7,5,Green,1,12,12,762,1,630,24.75,Africa,B,E
7.83,217,Kenya,2016,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,0,0,5,0,Green,1580,12,12,762,1580,630,24.75,Africa,B,E
7.83,219,Kenya,2015,SL34,Washed / Wet,8,7.92,7.92,8.08,7.83,7.75,10,10,10,0,0,6,0,Green,1200,12,12,762,1200,630,24.75,Africa,B,E
7.83,287,Guatemala,2012,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,0.11,0,1,0,Green,1770,10,10,759,1770,1996,23.45,North America,N,W
7.83,288,Panama,2013,Caturra,Natural / Dry,8,7.75,7.83,7.83,7.67,8.58,10,10,10,0.09,2,2,0,Unknown,1680,10,10,360,1680,2928,25.4,South America,N,W
7.83,404,Colombia,2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,0.11,0,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.83,423,Colombia,2012,Other,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,0.11,2,7,0,Green,1600,9,9,593,1600,3240,24.5,South America,B,W
7.83,424,Colombia,2014,Unknown,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,0.12,0,0,0,Green,1480,9,9,593,1480,3240,24.5,South America,B,W
7.83,434,Colombia,2012,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,10,0.11,0,2,0,Green,2560,9,9,593,2560,3240,24.5,South America,B,W
7.83,435,Colombia,2014,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,0.11,0,3,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.83,437,Colombia,2014,Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,0.12,0,0,0,Green,1800,9,9,593,1800,3240,24.5,South America,B,W
7.83,438,Colombia,2015,Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,0.12,3,0,0,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.83,439,Colombia,2015,Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,0.11,0,2,0,Green,1700,9,9,593,1700,3240,24.5,South America,B,W
7.83,441,Colombia,2015,Unknown,Unknown,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,0,0,4,2,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.83,449,Colombia,2013,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,0,0,0,0,Unknown,1550,9,9,593,1550,3240,24.5,South America,B,W
7.83,454,Colombia,2011,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,0,1,2,6,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.83,455,Colombia,2011,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,0.12,0,1,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.83,457,Colombia,2012,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,0,0,3,0,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.83,488,Costa Rica,2014,Caturra,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,0,0,0,0,Blue-Green,1850,29,5,746,1850,2926,24.8,North America,N,W
7.83,515,Costa Rica,2013,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,0.09,0,4,0,Blue-Green,1850,5,5,746,1850,2926,24.8,North America,N,W
7.83,516,Costa Rica,2012,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,0,0,0,0,Blue-Green,1850,5,5,746,1850,2926,24.8,North America,N,W
7.83,519,Costa Rica,2011,Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,0,0,0,0,Blue-Green,1850,5,5,746,1850,2926,24.8,North America,N,W
7.83,522,Nicaragua,2013,Caturra,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,0.12,0,0,0,Bluish-Green,1000,5,5,298,1000,2280,24.9,North America,N,W
7.83,591,Brazil,2012,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,0.11,0,2,0,Green,890,4,4,320,890,1782,24.95,South America,B,W
7.83,592,Brazil,2012,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,0.11,0,3,2,Green,934,4,4,320,934,1782,24.95,South America,B,W
7.83,596,Brazil,2014,Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,0.11,0,7,2,Green,934,4,4,320,934,1782,24.95,South America,B,W
7.83,737,Mexico,2015,Typica,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,0.11,0,0,0,Green,1300,3,3,1111,1300,758,21,North America,N,W
7.83,766,Mexico,2017,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,0.1,0,4,0,Green,1248,3,3,1111,1248,758,21,North America,N,W
7.83,768,Mexico,2015,Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,0.11,0,7,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.83,782,Mexico,2016,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,0.12,0,0,0,Green,1400,3,3,1111,1400,758,21,North America,N,W
7.83,785,Mexico,2016,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,0.13,5,5,0,Unknown,700,3,3,1111,700,758,21,North America,N,W
7.83,787,Mexico,2017,Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,0.11,0,4,0,Unknown,1300,3,3,1111,1300,758,21,North America,N,W
7.83,789,Mexico,2017,Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,0.11,0,2,0,Unknown,1500,3,3,1111,1500,758,21,North America,N,W
7.83,791,Mexico,2016,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,0.11,1,10,0,Green,1480,3,3,1111,1480,758,21,North America,N,W
7.83,794,Mexico,2016,Bourbon,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,0.1,0,4,0,Bluish-Green,1400,3,3,1111,1400,758,21,North America,N,W
7.83,795,Mexico,2016,Typica,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,0.12,0,1,0,Blue-Green,1700,3,3,1111,1700,758,21,North America,N,W
7.83,796,Mexico,2010,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,0.12,2,4,0,Unknown,900,3,3,1111,900,758,21,North America,N,W
7.83,830,United States (Hawaii),2012,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,0.1,0,0,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,870,United States (Hawaii),2011,Unknown,Unknown,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,915,Brazil,2016,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0,0,Bluish-Green,1250,2,2,320,1250,1782,24.95,South America,B,W
7.83,945,Thailand,2012,Unknown,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,0.12,0,0,0,Green,800,2,2,287,800,1622,26.3,Asia,N,E
7.83,1002,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,0.11,0,1,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,1004,Haiti,2014,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,0.11,0,4,0,Green,1280.16,2,2,470,1280.16,1440,24.9,North America,N,W
7.83,1005,United States (Hawaii),2016,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,0.1,0,4,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,1006,Burundi,2016,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,0,0,5,0,Unknown,1880,2,2,1504,1880,1274,19.8,Africa,S,E
7.83,1012,Thailand,2010,Peaberry,Unknown,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,0.11,0,0,0,Unknown,Unknown,2,2,287,287,1622,26.3,Asia,N,E
7.83,1018,Colombia,2013,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,0.11,0,4,0,Unknown,1625,2,2,593,1625,3240,24.5,South America,B,W
7.83,1026,Taiwan,2013,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,0,0,1,0,Green,525,2,2,1150,525,2500,16,Asia,N,E
7.83,1032,Thailand,2012,Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,0.1,0,1,0,Bluish-Green,1350,2,2,287,1350,1622,26.3,Asia,N,E
7.83,1033,Taiwan,2014,Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,0.11,0,3,0,Green,1200,2,2,1150,1200,2500,16,Asia,N,E
7.83,1035,Ethiopia,2014,Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,0.09,4,40,0,Green,1550,2,2,1330,1550,848,22.2,Africa,N,E
7.83,1043,Guatemala,2015,Unknown,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,0.11,0,0,0,Bluish-Green,Unknown,2,2,759,759,1996,23.45,North America,N,W
7.83,1047,United States (Hawaii),2015,Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,0.11,1,1,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,1052,United States (Hawaii),2017,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,0.11,0,1,0,Blue-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,1063,Mexico,2010,Pacamara,Unknown,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,0,0,0,0,Unknown,1400,2,2,1111,1400,758,21,North America,N,W
7.83,1064,United States (Hawaii),2011,Unknown,Unknown,7.75,7.92,7.75,7.75,8,8,10,10,10,0,0,1,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.83,1148,Honduras,2015,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,0.1,0,3,0,Green,1350,1,1,684,1350,1976,23.5,North America,N,W
7.83,1153,Honduras,2013,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,0.11,0,2,1,Green,1500,1,1,684,1500,1976,23.5,North America,N,W
7.83,1282,Guatemala,2012,Caturra,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,0.1,0,0,0,Green,1524,0,0,759,1524,1996,23.45,North America,N,W
7.83,1288,Guatemala,2013,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,0.1,0,0,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.83,1293,Guatemala,2013,Bourbon,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,0.1,0,2,0,Green,3280,0,0,759,3280,1996,23.45,North America,N,W
7.83,1298,Guatemala,2015,Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,0.1,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.83,1300,Guatemala,2018,Bourbon,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,0.11,0,2,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.83,1301,Guatemala,2012,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,0.11,0,1,0,Green,1524,0,0,759,1524,1996,23.45,North America,N,W
7.83,1303,Guatemala,2012,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,0.1,0,1,0,Green,1600,0,0,759,1600,1996,23.45,North America,N,W
7.83,1306,Guatemala,2014,Bourbon,Unknown,8,7.92,7.75,8,7.92,7.83,10,10,10,0.1,0,2,2,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.83,1307,Guatemala,2015,Bourbon,Washed / Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,0.11,0,1,0,Green,1731.264,0,0,759,1731.264,1996,23.45,North America,N,W
7.75,2,Ethiopia,2013,Unknown,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,0.12,0,4,0,Green,1676.5,28,26,1330,1676.5,848,22.2,Africa,N,E
7.75,3,Ethiopia,2014,Gesha,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,0.1,0,5,0,Green,1606.5,28,26,1330,1606.5,848,22.2,Africa,N,E
7.75,25,China,2012,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,0.1,0,4,1,Green,1100,25,23,1840,1100,645,6.95,Asia,N,E
7.75,26,China,2013,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,0.1,0,2,1,Green,1650,25,23,1840,1650,645,6.95,Asia,N,E
7.75,27,China,2013,Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,0.1,0,1,0,Green,1400,25,23,1840,1400,645,6.95,Asia,N,E
7.75,34,"Tanzania, United Republic Of",2015,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,0.11,0,5,0,Green,1400,24,22,1018,1400,1071,22.35,Africa,S,E
7.75,60,Brazil,2016,Yellow Bourbon,Unknown,8.17,8,7.5,7.75,7.5,7.67,10,10,10,0,0,4,0,Unknown,1275,21,21,320,1275,1782,24.95,South America,B,W
7.75,63,Brazil,2011,Unknown,Unknown,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,0,2,0,0,Unknown,Unknown,21,21,320,320,1782,24.95,South America,B,W
7.75,64,Brazil,2016,Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,0.12,0,2,0,Green,1300,21,21,320,1300,1782,24.95,South America,B,W
7.75,66,Brazil,2015,Bourbon,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,0.11,0,2,0,Green,1200,21,21,320,1200,1782,24.95,South America,B,W
7.75,78,Mexico,2014,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,0.12,1,13,0,Green,1200,20,20,1111,1200,758,21,North America,N,W
